len_src,        len_ht,diff_ht,absdiff_ht,nabsdiff_ht,        len_pemt,diff_pemt,absdiff_pemt,nabsdiff_pemt,        len_nmt1,diff_nmt1,absdiff_nmt1,nabsdiff_nmt1,        len_nmt2,diff_nmt2,absdiff_nmt2,nabsdiff_nmt2        
91,245,154,154,1.6923076923076923,277,186,186,2.043956043956044,190,99,99,1.0879120879120878,152,61,61,0.6703296703296703
67,153,86,86,1.2835820895522387,168,101,101,1.507462686567164,174,107,107,1.5970149253731343,132,65,65,0.9701492537313433
50,96,46,46,0.92,96,46,46,0.92,91,41,41,0.82,76,26,26,0.52
66,166,100,100,1.5151515151515151,128,62,62,0.9393939393939394,92,26,26,0.3939393939393939,120,54,54,0.8181818181818182
74,136,62,62,0.8378378378378378,124,50,50,0.6756756756756757,137,63,63,0.8513513513513513,124,50,50,0.6756756756756757
70,206,136,136,1.9428571428571428,192,122,122,1.7428571428571429,176,106,106,1.5142857142857142,137,67,67,0.9571428571428572
73,167,94,94,1.2876712328767124,134,61,61,0.8356164383561644,134,61,61,0.8356164383561644,128,55,55,0.7534246575342466
62,160,98,98,1.5806451612903225,161,99,99,1.596774193548387,135,73,73,1.1774193548387097,147,85,85,1.3709677419354838
60,171,111,111,1.85,166,106,106,1.7666666666666666,171,111,111,1.85,152,92,92,1.5333333333333334
72,235,163,163,2.263888888888889,170,98,98,1.3611111111111112,226,154,154,2.138888888888889,175,103,103,1.4305555555555556
52,90,38,38,0.7307692307692307,121,69,69,1.3269230769230769,136,84,84,1.6153846153846154,123,71,71,1.3653846153846154
46,124,78,78,1.6956521739130435,111,65,65,1.4130434782608696,118,72,72,1.565217391304348,98,52,52,1.1304347826086956
105,199,94,94,0.8952380952380953,299,194,194,1.8476190476190477,232,127,127,1.2095238095238094,236,131,131,1.2476190476190476
55,135,80,80,1.4545454545454546,151,96,96,1.7454545454545454,147,92,92,1.6727272727272726,147,92,92,1.6727272727272726
52,116,64,64,1.2307692307692308,129,77,77,1.4807692307692308,145,93,93,1.7884615384615385,119,67,67,1.2884615384615385
71,158,87,87,1.2253521126760563,157,86,86,1.2112676056338028,149,78,78,1.0985915492957747,150,79,79,1.1126760563380282
96,256,160,160,1.6666666666666667,279,183,183,1.90625,164,68,68,0.7083333333333334,218,122,122,1.2708333333333333
69,204,135,135,1.9565217391304348,197,128,128,1.855072463768116,177,108,108,1.565217391304348,164,95,95,1.3768115942028984
89,221,132,132,1.4831460674157304,224,135,135,1.5168539325842696,202,113,113,1.2696629213483146,199,110,110,1.2359550561797752
89,198,109,109,1.2247191011235956,190,101,101,1.1348314606741574,199,110,110,1.2359550561797752,184,95,95,1.0674157303370786
66,133,67,67,1.0151515151515151,161,95,95,1.4393939393939394,154,88,88,1.3333333333333333,129,63,63,0.9545454545454546
82,221,139,139,1.6951219512195121,241,159,159,1.9390243902439024,258,176,176,2.1463414634146343,237,155,155,1.8902439024390243
74,185,111,111,1.5,151,77,77,1.0405405405405406,180,106,106,1.4324324324324325,140,66,66,0.8918918918918919
88,266,178,178,2.022727272727273,189,101,101,1.1477272727272727,238,150,150,1.7045454545454546,261,173,173,1.9659090909090908
57,195,138,138,2.4210526315789473,175,118,118,2.0701754385964914,224,167,167,2.9298245614035086,144,87,87,1.5263157894736843
98,303,205,205,2.0918367346938775,220,122,122,1.2448979591836735,294,196,196,2.0,252,154,154,1.5714285714285714
114,312,198,198,1.736842105263158,307,193,193,1.6929824561403508,238,124,124,1.087719298245614,263,149,149,1.3070175438596492
98,311,213,213,2.173469387755102,248,150,150,1.530612244897959,309,211,211,2.1530612244897958,279,181,181,1.846938775510204
44,97,53,53,1.2045454545454546,106,62,62,1.4090909090909092,120,76,76,1.7272727272727273,108,64,64,1.4545454545454546
96,276,180,180,1.875,204,108,108,1.125,210,114,114,1.1875,195,99,99,1.03125
80,215,135,135,1.6875,203,123,123,1.5375,196,116,116,1.45,188,108,108,1.35
107,304,197,197,1.841121495327103,261,154,154,1.439252336448598,299,192,192,1.794392523364486,248,141,141,1.3177570093457944
46,105,59,59,1.2826086956521738,90,44,44,0.9565217391304348,104,58,58,1.2608695652173914,70,24,24,0.5217391304347826
47,145,98,98,2.0851063829787235,116,69,69,1.4680851063829787,123,76,76,1.6170212765957446,102,55,55,1.1702127659574468
76,200,124,124,1.631578947368421,180,104,104,1.368421052631579,192,116,116,1.5263157894736843,170,94,94,1.236842105263158
52,161,109,109,2.0961538461538463,136,84,84,1.6153846153846154,128,76,76,1.4615384615384615,127,75,75,1.4423076923076923
51,129,78,78,1.5294117647058822,123,72,72,1.411764705882353,122,71,71,1.392156862745098,90,39,39,0.7647058823529411
38,131,93,93,2.4473684210526314,159,121,121,3.1842105263157894,111,73,73,1.9210526315789473,90,52,52,1.368421052631579
73,255,182,182,2.493150684931507,234,161,161,2.2054794520547945,188,115,115,1.5753424657534247,192,119,119,1.63013698630137
74,256,182,182,2.4594594594594597,255,181,181,2.445945945945946,230,156,156,2.108108108108108,215,141,141,1.9054054054054055
85,198,113,113,1.3294117647058823,229,144,144,1.6941176470588235,226,141,141,1.6588235294117648,230,145,145,1.7058823529411764
89,202,113,113,1.2696629213483146,208,119,119,1.3370786516853932,171,82,82,0.9213483146067416,166,77,77,0.8651685393258427
82,147,65,65,0.7926829268292683,158,76,76,0.926829268292683,178,96,96,1.170731707317073,162,80,80,0.975609756097561
90,222,132,132,1.4666666666666666,216,126,126,1.4,204,114,114,1.2666666666666666,154,64,64,0.7111111111111111
52,142,90,90,1.7307692307692308,142,90,90,1.7307692307692308,116,64,64,1.2307692307692308,103,51,51,0.9807692307692307
83,225,142,142,1.7108433734939759,211,128,128,1.5421686746987953,158,75,75,0.9036144578313253,185,102,102,1.2289156626506024
103,243,140,140,1.3592233009708738,257,154,154,1.4951456310679612,242,139,139,1.3495145631067962,210,107,107,1.0388349514563107
59,159,100,100,1.694915254237288,138,79,79,1.3389830508474576,143,84,84,1.423728813559322,124,65,65,1.1016949152542372
52,123,71,71,1.3653846153846154,122,70,70,1.3461538461538463,113,61,61,1.1730769230769231,128,76,76,1.4615384615384615
47,186,139,139,2.9574468085106385,138,91,91,1.9361702127659575,150,103,103,2.1914893617021276,137,90,90,1.9148936170212767
69,185,116,116,1.681159420289855,182,113,113,1.6376811594202898,188,119,119,1.7246376811594204,163,94,94,1.3623188405797102
49,171,122,122,2.489795918367347,153,104,104,2.122448979591837,125,76,76,1.5510204081632653,138,89,89,1.816326530612245
77,153,76,76,0.987012987012987,140,63,63,0.8181818181818182,151,74,74,0.961038961038961,142,65,65,0.8441558441558441
94,196,102,102,1.0851063829787233,226,132,132,1.4042553191489362,163,69,69,0.7340425531914894,168,74,74,0.7872340425531915
100,242,142,142,1.42,206,106,106,1.06,188,88,88,0.88,172,72,72,0.72
78,155,77,77,0.9871794871794872,163,85,85,1.0897435897435896,141,63,63,0.8076923076923077,156,78,78,1.0
45,104,59,59,1.3111111111111111,97,52,52,1.1555555555555554,95,50,50,1.1111111111111112,77,32,32,0.7111111111111111
105,239,134,134,1.276190476190476,259,154,154,1.4666666666666666,206,101,101,0.9619047619047619,238,133,133,1.2666666666666666
73,180,107,107,1.4657534246575343,183,110,110,1.5068493150684932,174,101,101,1.3835616438356164,171,98,98,1.3424657534246576
43,109,66,66,1.5348837209302326,94,51,51,1.186046511627907,100,57,57,1.3255813953488371,94,51,51,1.186046511627907
96,215,119,119,1.2395833333333333,214,118,118,1.2291666666666667,167,71,71,0.7395833333333334,164,68,68,0.7083333333333334
58,126,68,68,1.1724137931034482,120,62,62,1.0689655172413792,109,51,51,0.8793103448275862,120,62,62,1.0689655172413792
80,162,82,82,1.025,143,63,63,0.7875,147,67,67,0.8375,134,54,54,0.675
86,171,85,85,0.9883720930232558,170,84,84,0.9767441860465116,183,97,97,1.127906976744186,139,53,53,0.6162790697674418
75,121,46,46,0.6133333333333333,135,60,60,0.8,114,39,39,0.52,141,66,66,0.88
79,151,72,72,0.9113924050632911,126,47,47,0.5949367088607594,155,76,76,0.9620253164556962,137,58,58,0.7341772151898734
49,96,47,47,0.9591836734693877,123,74,74,1.510204081632653,127,78,78,1.5918367346938775,89,40,40,0.8163265306122449
102,197,95,95,0.9313725490196079,190,88,88,0.8627450980392157,169,67,67,0.6568627450980392,185,83,83,0.8137254901960784
102,249,147,147,1.4411764705882353,221,119,119,1.1666666666666667,226,124,124,1.2156862745098038,207,105,105,1.0294117647058822
62,149,87,87,1.403225806451613,154,92,92,1.4838709677419355,162,100,100,1.6129032258064515,165,103,103,1.6612903225806452
61,155,94,94,1.540983606557377,145,84,84,1.3770491803278688,153,92,92,1.5081967213114753,158,97,97,1.5901639344262295
80,192,112,112,1.4,187,107,107,1.3375,185,105,105,1.3125,184,104,104,1.3
57,76,19,19,0.3333333333333333,85,28,28,0.49122807017543857,101,44,44,0.7719298245614035,78,21,21,0.3684210526315789
92,208,116,116,1.2608695652173914,154,62,62,0.6739130434782609,202,110,110,1.1956521739130435,187,95,95,1.0326086956521738
58,106,48,48,0.8275862068965517,106,48,48,0.8275862068965517,106,48,48,0.8275862068965517,113,55,55,0.9482758620689655
79,237,158,158,2.0,245,166,166,2.1012658227848102,222,143,143,1.8101265822784811,212,133,133,1.6835443037974684
49,105,56,56,1.1428571428571428,110,61,61,1.2448979591836735,125,76,76,1.5510204081632653,136,87,87,1.7755102040816326
57,218,161,161,2.824561403508772,237,180,180,3.1578947368421053,185,128,128,2.245614035087719,110,53,53,0.9298245614035088
103,254,151,151,1.4660194174757282,226,123,123,1.1941747572815533,250,147,147,1.4271844660194175,238,135,135,1.3106796116504855
100,376,276,276,2.76,349,249,249,2.49,334,234,234,2.34,271,171,171,1.71
46,145,99,99,2.152173913043478,111,65,65,1.4130434782608696,140,94,94,2.0434782608695654,107,61,61,1.326086956521739
58,120,62,62,1.0689655172413792,121,63,63,1.0862068965517242,123,65,65,1.1206896551724137,127,69,69,1.1896551724137931
52,139,87,87,1.6730769230769231,124,72,72,1.3846153846153846,144,92,92,1.7692307692307692,158,106,106,2.0384615384615383
58,192,134,134,2.310344827586207,157,99,99,1.706896551724138,159,101,101,1.7413793103448276,155,97,97,1.6724137931034482
48,112,64,64,1.3333333333333333,104,56,56,1.1666666666666667,114,66,66,1.375,112,64,64,1.3333333333333333
40,120,80,80,2.0,89,49,49,1.225,115,75,75,1.875,102,62,62,1.55
83,210,127,127,1.5301204819277108,252,169,169,2.036144578313253,182,99,99,1.1927710843373494,169,86,86,1.036144578313253
60,151,91,91,1.5166666666666666,125,65,65,1.0833333333333333,137,77,77,1.2833333333333334,124,64,64,1.0666666666666667
87,257,170,170,1.9540229885057472,233,146,146,1.6781609195402298,242,155,155,1.7816091954022988,214,127,127,1.4597701149425288
88,261,173,173,1.9659090909090908,263,175,175,1.9886363636363635,215,127,127,1.4431818181818181,228,140,140,1.5909090909090908
74,131,57,57,0.7702702702702703,145,71,71,0.9594594594594594,131,57,57,0.7702702702702703,159,85,85,1.1486486486486487
50,132,82,82,1.64,115,65,65,1.3,123,73,73,1.46,118,68,68,1.36
73,200,127,127,1.7397260273972603,161,88,88,1.2054794520547945,160,87,87,1.1917808219178083,169,96,96,1.3150684931506849
62,157,95,95,1.532258064516129,143,81,81,1.3064516129032258,142,80,80,1.2903225806451613,148,86,86,1.3870967741935485
51,122,71,71,1.392156862745098,85,34,34,0.6666666666666666,110,59,59,1.1568627450980393,116,65,65,1.2745098039215685
78,169,91,91,1.1666666666666667,155,77,77,0.9871794871794872,160,82,82,1.0512820512820513,153,75,75,0.9615384615384616
63,124,61,61,0.9682539682539683,151,88,88,1.3968253968253967,133,70,70,1.1111111111111112,131,68,68,1.0793650793650793
93,214,121,121,1.3010752688172043,196,103,103,1.10752688172043,188,95,95,1.021505376344086,215,122,122,1.3118279569892473
92,176,84,84,0.9130434782608695,169,77,77,0.8369565217391305,171,79,79,0.8586956521739131,205,113,113,1.2282608695652173
73,218,145,145,1.9863013698630136,228,155,155,2.1232876712328768,168,95,95,1.3013698630136987,172,99,99,1.356164383561644
52,131,79,79,1.5192307692307692,141,89,89,1.7115384615384615,129,77,77,1.4807692307692308,138,86,86,1.6538461538461537
49,131,82,82,1.6734693877551021,119,70,70,1.4285714285714286,131,82,82,1.6734693877551021,139,90,90,1.836734693877551
67,157,90,90,1.3432835820895523,136,69,69,1.0298507462686568,155,88,88,1.3134328358208955,133,66,66,0.9850746268656716
39,86,47,47,1.205128205128205,130,91,91,2.3333333333333335,118,79,79,2.0256410256410255,113,74,74,1.8974358974358974
132,455,323,323,2.446969696969697,344,212,212,1.606060606060606,439,307,307,2.3257575757575757,404,272,272,2.0606060606060606
81,211,130,130,1.6049382716049383,182,101,101,1.2469135802469136,150,69,69,0.8518518518518519,142,61,61,0.7530864197530864
50,96,46,46,0.92,104,54,54,1.08,90,40,40,0.8,84,34,34,0.68
86,260,174,174,2.0232558139534884,203,117,117,1.3604651162790697,197,111,111,1.2906976744186047,261,175,175,2.0348837209302326
62,139,77,77,1.2419354838709677,118,56,56,0.9032258064516129,176,114,114,1.8387096774193548,148,86,86,1.3870967741935485
64,191,127,127,1.984375,146,82,82,1.28125,174,110,110,1.71875,171,107,107,1.671875
100,302,202,202,2.02,252,152,152,1.52,208,108,108,1.08,248,148,148,1.48
56,164,108,108,1.9285714285714286,158,102,102,1.8214285714285714,160,104,104,1.8571428571428572,129,73,73,1.3035714285714286
55,155,100,100,1.8181818181818181,131,76,76,1.3818181818181818,151,96,96,1.7454545454545454,133,78,78,1.4181818181818182
89,260,171,171,1.9213483146067416,242,153,153,1.7191011235955056,279,190,190,2.134831460674157,180,91,91,1.0224719101123596
56,144,88,88,1.5714285714285714,134,78,78,1.3928571428571428,137,81,81,1.4464285714285714,138,82,82,1.4642857142857142
113,287,174,174,1.5398230088495575,263,150,150,1.3274336283185841,299,186,186,1.6460176991150441,253,140,140,1.238938053097345
48,154,106,106,2.2083333333333335,116,68,68,1.4166666666666667,119,71,71,1.4791666666666667,112,64,64,1.3333333333333333
82,224,142,142,1.7317073170731707,247,165,165,2.0121951219512195,267,185,185,2.2560975609756095,220,138,138,1.6829268292682926
87,211,124,124,1.4252873563218391,270,183,183,2.103448275862069,222,135,135,1.5517241379310345,224,137,137,1.5747126436781609
83,200,117,117,1.4096385542168675,200,117,117,1.4096385542168675,169,86,86,1.036144578313253,198,115,115,1.3855421686746987
58,180,122,122,2.103448275862069,183,125,125,2.1551724137931036,205,147,147,2.5344827586206895,178,120,120,2.0689655172413794
47,123,76,76,1.6170212765957446,117,70,70,1.4893617021276595,112,65,65,1.3829787234042554,117,70,70,1.4893617021276595
69,175,106,106,1.536231884057971,141,72,72,1.0434782608695652,153,84,84,1.2173913043478262,144,75,75,1.0869565217391304
52,103,51,51,0.9807692307692307,125,73,73,1.4038461538461537,110,58,58,1.1153846153846154,105,53,53,1.0192307692307692
83,248,165,165,1.9879518072289157,172,89,89,1.072289156626506,189,106,106,1.2771084337349397,195,112,112,1.3493975903614457
68,210,142,142,2.088235294117647,122,54,54,0.7941176470588235,128,60,60,0.8823529411764706,106,38,38,0.5588235294117647
81,267,186,186,2.2962962962962963,272,191,191,2.3580246913580245,213,132,132,1.6296296296296295,212,131,131,1.617283950617284
99,257,158,158,1.595959595959596,290,191,191,1.9292929292929293,290,191,191,1.9292929292929293,249,150,150,1.5151515151515151
83,220,137,137,1.6506024096385543,128,45,45,0.5421686746987951,208,125,125,1.5060240963855422,144,61,61,0.7349397590361446
77,217,140,140,1.8181818181818181,182,105,105,1.3636363636363635,224,147,147,1.9090909090909092,189,112,112,1.4545454545454546
113,342,229,229,2.0265486725663715,235,122,122,1.079646017699115,291,178,178,1.575221238938053,287,174,174,1.5398230088495575
58,221,163,163,2.810344827586207,207,149,149,2.5689655172413794,193,135,135,2.3275862068965516,117,59,59,1.0172413793103448
54,132,78,78,1.4444444444444444,133,79,79,1.462962962962963,147,93,93,1.7222222222222223,139,85,85,1.5740740740740742
94,271,177,177,1.8829787234042554,261,167,167,1.7765957446808511,293,199,199,2.117021276595745,239,145,145,1.5425531914893618
66,176,110,110,1.6666666666666667,194,128,128,1.9393939393939394,240,174,174,2.6363636363636362,184,118,118,1.7878787878787878
55,163,108,108,1.9636363636363636,136,81,81,1.4727272727272727,157,102,102,1.8545454545454545,135,80,80,1.4545454545454546
61,193,132,132,2.1639344262295084,163,102,102,1.6721311475409837,154,93,93,1.5245901639344261,158,97,97,1.5901639344262295
53,136,83,83,1.5660377358490567,142,89,89,1.679245283018868,164,111,111,2.0943396226415096,130,77,77,1.4528301886792452
52,120,68,68,1.3076923076923077,127,75,75,1.4423076923076923,157,105,105,2.019230769230769,115,63,63,1.2115384615384615
88,206,118,118,1.3409090909090908,253,165,165,1.875,223,135,135,1.5340909090909092,219,131,131,1.4886363636363635
73,224,151,151,2.0684931506849313,217,144,144,1.9726027397260273,194,121,121,1.6575342465753424,197,124,124,1.6986301369863013
76,223,147,147,1.9342105263157894,193,117,117,1.5394736842105263,195,119,119,1.5657894736842106,162,86,86,1.131578947368421
62,143,81,81,1.3064516129032258,96,34,34,0.5483870967741935,116,54,54,0.8709677419354839,122,60,60,0.967741935483871
58,157,99,99,1.706896551724138,134,76,76,1.3103448275862069,156,98,98,1.6896551724137931,140,82,82,1.4137931034482758
44,112,68,68,1.5454545454545454,97,53,53,1.2045454545454546,97,53,53,1.2045454545454546,74,30,30,0.6818181818181818
82,231,149,149,1.8170731707317074,206,124,124,1.5121951219512195,188,106,106,1.2926829268292683,168,86,86,1.048780487804878
80,268,188,188,2.35,230,150,150,1.875,251,171,171,2.1375,245,165,165,2.0625
46,70,24,24,0.5217391304347826,59,13,13,0.2826086956521739,74,28,28,0.6086956521739131,101,55,55,1.1956521739130435
45,104,59,59,1.3111111111111111,96,51,51,1.1333333333333333,111,66,66,1.4666666666666666,101,56,56,1.2444444444444445
70,141,71,71,1.0142857142857142,159,89,89,1.2714285714285714,144,74,74,1.0571428571428572,126,56,56,0.8
50,134,84,84,1.68,99,49,49,0.98,107,57,57,1.14,97,47,47,0.94
73,172,99,99,1.356164383561644,152,79,79,1.082191780821918,158,85,85,1.1643835616438356,168,95,95,1.3013698630136987
68,166,98,98,1.4411764705882353,152,84,84,1.2352941176470589,148,80,80,1.1764705882352942,154,86,86,1.2647058823529411
74,158,84,84,1.135135135135135,166,92,92,1.2432432432432432,151,77,77,1.0405405405405406,151,77,77,1.0405405405405406
55,146,91,91,1.6545454545454545,120,65,65,1.1818181818181819,124,69,69,1.2545454545454546,122,67,67,1.2181818181818183
49,101,52,52,1.0612244897959184,98,49,49,1.0,106,57,57,1.163265306122449,100,51,51,1.0408163265306123
95,219,124,124,1.305263157894737,192,97,97,1.0210526315789474,188,93,93,0.9789473684210527,187,92,92,0.968421052631579
47,100,53,53,1.127659574468085,95,48,48,1.0212765957446808,85,38,38,0.8085106382978723,84,37,37,0.7872340425531915
52,95,43,43,0.8269230769230769,92,40,40,0.7692307692307693,89,37,37,0.7115384615384616,83,31,31,0.5961538461538461
96,135,39,39,0.40625,186,90,90,0.9375,171,75,75,0.78125,181,85,85,0.8854166666666666
73,144,71,71,0.9726027397260274,144,71,71,0.9726027397260274,135,62,62,0.8493150684931506,129,56,56,0.7671232876712328
48,100,52,52,1.0833333333333333,121,73,73,1.5208333333333333,121,73,73,1.5208333333333333,108,60,60,1.25
56,122,66,66,1.1785714285714286,123,67,67,1.1964285714285714,119,63,63,1.125,128,72,72,1.2857142857142858
45,122,77,77,1.711111111111111,101,56,56,1.2444444444444445,92,47,47,1.0444444444444445,83,38,38,0.8444444444444444
46,112,66,66,1.434782608695652,114,68,68,1.4782608695652173,115,69,69,1.5,109,63,63,1.3695652173913044
47,116,69,69,1.4680851063829787,112,65,65,1.3829787234042554,107,60,60,1.2765957446808511,85,38,38,0.8085106382978723
66,127,61,61,0.9242424242424242,141,75,75,1.1363636363636365,161,95,95,1.4393939393939394,133,67,67,1.0151515151515151
85,186,101,101,1.188235294117647,166,81,81,0.9529411764705882,126,41,41,0.4823529411764706,179,94,94,1.1058823529411765
54,107,53,53,0.9814814814814815,109,55,55,1.0185185185185186,87,33,33,0.6111111111111112,100,46,46,0.8518518518518519
51,111,60,60,1.1764705882352942,105,54,54,1.0588235294117647,101,50,50,0.9803921568627451,107,56,56,1.0980392156862746
76,153,77,77,1.013157894736842,180,104,104,1.368421052631579,142,66,66,0.868421052631579,142,66,66,0.868421052631579
85,149,64,64,0.7529411764705882,167,82,82,0.9647058823529412,149,64,64,0.7529411764705882,166,81,81,0.9529411764705882
91,164,73,73,0.8021978021978022,174,83,83,0.9120879120879121,168,77,77,0.8461538461538461,144,53,53,0.5824175824175825
56,129,73,73,1.3035714285714286,150,94,94,1.6785714285714286,126,70,70,1.25,127,71,71,1.2678571428571428
80,192,112,112,1.4,132,52,52,0.65,131,51,51,0.6375,139,59,59,0.7375
48,127,79,79,1.6458333333333333,142,94,94,1.9583333333333333,133,85,85,1.7708333333333333,117,69,69,1.4375
49,149,100,100,2.0408163265306123,160,111,111,2.2653061224489797,150,101,101,2.061224489795918,150,101,101,2.061224489795918
68,157,89,89,1.3088235294117647,167,99,99,1.4558823529411764,163,95,95,1.3970588235294117,159,91,91,1.338235294117647
55,143,88,88,1.6,132,77,77,1.4,139,84,84,1.5272727272727273,113,58,58,1.0545454545454545
90,199,109,109,1.211111111111111,195,105,105,1.1666666666666667,197,107,107,1.1888888888888889,209,119,119,1.3222222222222222
71,195,124,124,1.7464788732394365,174,103,103,1.4507042253521127,154,83,83,1.1690140845070423,138,67,67,0.9436619718309859
63,119,56,56,0.8888888888888888,160,97,97,1.5396825396825398,131,68,68,1.0793650793650793,144,81,81,1.2857142857142858
81,169,88,88,1.0864197530864197,167,86,86,1.0617283950617284,153,72,72,0.8888888888888888,161,80,80,0.9876543209876543
86,211,125,125,1.4534883720930232,186,100,100,1.1627906976744187,150,64,64,0.7441860465116279,169,83,83,0.9651162790697675
63,146,83,83,1.3174603174603174,139,76,76,1.2063492063492063,138,75,75,1.1904761904761905,128,65,65,1.0317460317460319
84,184,100,100,1.1904761904761905,212,128,128,1.5238095238095237,189,105,105,1.25,202,118,118,1.4047619047619047
76,223,147,147,1.9342105263157894,172,96,96,1.263157894736842,219,143,143,1.881578947368421,194,118,118,1.5526315789473684
77,171,94,94,1.2207792207792207,185,108,108,1.4025974025974026,223,146,146,1.896103896103896,212,135,135,1.7532467532467533
81,277,196,196,2.419753086419753,208,127,127,1.5679012345679013,221,140,140,1.728395061728395,198,117,117,1.4444444444444444
89,228,139,139,1.5617977528089888,245,156,156,1.752808988764045,176,87,87,0.9775280898876404,205,116,116,1.303370786516854
55,230,175,175,3.1818181818181817,137,82,82,1.490909090909091,183,128,128,2.327272727272727,117,62,62,1.1272727272727272
82,218,136,136,1.6585365853658536,170,88,88,1.0731707317073171,186,104,104,1.2682926829268293,126,44,44,0.5365853658536586
75,188,113,113,1.5066666666666666,176,101,101,1.3466666666666667,138,63,63,0.84,165,90,90,1.2
43,105,62,62,1.441860465116279,88,45,45,1.0465116279069768,98,55,55,1.2790697674418605,100,57,57,1.3255813953488371
76,178,102,102,1.3421052631578947,196,120,120,1.5789473684210527,187,111,111,1.4605263157894737,147,71,71,0.9342105263157895
65,166,101,101,1.5538461538461539,182,117,117,1.8,141,76,76,1.1692307692307693,155,90,90,1.3846153846153846
62,140,78,78,1.2580645161290323,101,39,39,0.6290322580645161,100,38,38,0.6129032258064516,116,54,54,0.8709677419354839
46,112,66,66,1.434782608695652,117,71,71,1.5434782608695652,124,78,78,1.6956521739130435,88,42,42,0.9130434782608695
66,137,71,71,1.0757575757575757,150,84,84,1.2727272727272727,114,48,48,0.7272727272727273,130,64,64,0.9696969696969697
75,210,135,135,1.8,187,112,112,1.4933333333333334,176,101,101,1.3466666666666667,187,112,112,1.4933333333333334
95,278,183,183,1.9263157894736842,258,163,163,1.7157894736842105,243,148,148,1.5578947368421052,250,155,155,1.631578947368421
103,246,143,143,1.3883495145631068,284,181,181,1.7572815533980584,266,163,163,1.5825242718446602,225,122,122,1.1844660194174756
73,226,153,153,2.095890410958904,184,111,111,1.5205479452054795,172,99,99,1.356164383561644,170,97,97,1.3287671232876712
57,126,69,69,1.2105263157894737,122,65,65,1.1403508771929824,166,109,109,1.912280701754386,148,91,91,1.5964912280701755
44,172,128,128,2.909090909090909,122,78,78,1.7727272727272727,170,126,126,2.8636363636363638,135,91,91,2.0681818181818183
97,191,94,94,0.9690721649484536,215,118,118,1.2164948453608246,220,123,123,1.268041237113402,208,111,111,1.1443298969072164
102,295,193,193,1.892156862745098,238,136,136,1.3333333333333333,281,179,179,1.7549019607843137,220,118,118,1.1568627450980393
76,212,136,136,1.7894736842105263,140,64,64,0.8421052631578947,158,82,82,1.0789473684210527,147,71,71,0.9342105263157895
58,169,111,111,1.9137931034482758,128,70,70,1.206896551724138,153,95,95,1.6379310344827587,107,49,49,0.8448275862068966
68,177,109,109,1.6029411764705883,151,83,83,1.2205882352941178,154,86,86,1.2647058823529411,141,73,73,1.0735294117647058
65,154,89,89,1.3692307692307693,127,62,62,0.9538461538461539,94,29,29,0.4461538461538462,101,36,36,0.5538461538461539
46,118,72,72,1.565217391304348,96,50,50,1.0869565217391304,106,60,60,1.3043478260869565,87,41,41,0.8913043478260869
66,162,96,96,1.4545454545454546,113,47,47,0.7121212121212122,190,124,124,1.878787878787879,159,93,93,1.4090909090909092
93,196,103,103,1.10752688172043,148,55,55,0.5913978494623656,167,74,74,0.7956989247311828,166,73,73,0.7849462365591398
102,209,107,107,1.0490196078431373,196,94,94,0.9215686274509803,198,96,96,0.9411764705882353,193,91,91,0.8921568627450981
