len_src,        len_ht,diff_ht,absdiff_ht,nabsdiff_ht,        len_pesmt1,diff_pesmt1,absdiff_pesmt1,nabsdiff_pesmt1,        len_pesmt2,diff_pesmt2,absdiff_pesmt2,nabsdiff_pesmt2,        len_perbmt1,diff_perbmt1,absdiff_perbmt1,nabsdiff_perbmt1,        len_perbmt2,diff_perbmt2,absdiff_perbmt2,nabsdiff_perbmt2,        len_smt1,diff_smt1,absdiff_smt1,nabsdiff_smt1,        len_smt2,diff_smt2,absdiff_smt2,nabsdiff_smt2,        len_rbmt1,diff_rbmt1,absdiff_rbmt1,nabsdiff_rbmt1,        len_rbmt2,diff_rbmt2,absdiff_rbmt2,nabsdiff_rbmt2        
218,283,65,65,0.2981651376146789,283,65,65,0.2981651376146789,296,78,78,0.3577981651376147,295,77,77,0.3532110091743119,281,63,63,0.2889908256880734,262,44,44,0.2018348623853211,267,49,49,0.22477064220183487,259,41,41,0.18807339449541285,243,25,25,0.11467889908256881
198,211,13,13,0.06565656565656566,211,13,13,0.06565656565656566,216,18,18,0.09090909090909091,208,10,10,0.050505050505050504,190,-8,8,0.04040404040404041,218,20,20,0.10101010101010101,223,25,25,0.12626262626262627,227,29,29,0.14646464646464646,203,5,5,0.025252525252525252
280,351,71,71,0.25357142857142856,319,39,39,0.1392857142857143,308,28,28,0.1,301,21,21,0.075,326,46,46,0.16428571428571428,301,21,21,0.075,275,-5,5,0.017857142857142856,308,28,28,0.1,302,22,22,0.07857142857142857
217,222,5,5,0.02304147465437788,258,41,41,0.1889400921658986,253,36,36,0.16589861751152074,228,11,11,0.05069124423963134,242,25,25,0.1152073732718894,229,12,12,0.055299539170506916,208,-9,9,0.041474654377880185,237,20,20,0.09216589861751152,246,29,29,0.1336405529953917
171,227,56,56,0.32748538011695905,194,23,23,0.13450292397660818,189,18,18,0.10526315789473684,179,8,8,0.04678362573099415,201,30,30,0.17543859649122806,188,17,17,0.09941520467836257,203,32,32,0.1871345029239766,184,13,13,0.07602339181286549,189,18,18,0.10526315789473684
169,218,49,49,0.28994082840236685,197,28,28,0.16568047337278108,196,27,27,0.15976331360946747,193,24,24,0.14201183431952663,202,33,33,0.1952662721893491,197,28,28,0.16568047337278108,200,31,31,0.1834319526627219,192,23,23,0.13609467455621302,183,14,14,0.08284023668639054
295,417,122,122,0.4135593220338983,353,58,58,0.19661016949152543,396,101,101,0.3423728813559322,335,40,40,0.13559322033898305,343,48,48,0.16271186440677965,376,81,81,0.2745762711864407,341,46,46,0.15593220338983052,345,50,50,0.1694915254237288,343,48,48,0.16271186440677965
156,174,18,18,0.11538461538461539,159,3,3,0.019230769230769232,166,10,10,0.0641025641025641,153,-3,3,0.019230769230769232,152,-4,4,0.02564102564102564,176,20,20,0.1282051282051282,167,11,11,0.07051282051282051,162,6,6,0.038461538461538464,160,4,4,0.02564102564102564
99,105,6,6,0.06060606060606061,125,26,26,0.26262626262626265,132,33,33,0.3333333333333333,129,30,30,0.30303030303030304,125,26,26,0.26262626262626265,135,36,36,0.36363636363636365,130,31,31,0.31313131313131315,104,5,5,0.050505050505050504,115,16,16,0.16161616161616163
111,120,9,9,0.08108108108108109,104,-7,7,0.06306306306306306,116,5,5,0.04504504504504504,112,1,1,0.009009009009009009,116,5,5,0.04504504504504504,124,13,13,0.11711711711711711,108,-3,3,0.02702702702702703,122,11,11,0.0990990990990991,145,34,34,0.3063063063063063
163,236,73,73,0.44785276073619634,179,16,16,0.09815950920245399,199,36,36,0.22085889570552147,202,39,39,0.2392638036809816,190,27,27,0.1656441717791411,176,13,13,0.07975460122699386,193,30,30,0.18404907975460122,187,24,24,0.147239263803681,184,21,21,0.12883435582822086
50,61,11,11,0.22,55,5,5,0.1,69,19,19,0.38,73,23,23,0.46,59,9,9,0.18,54,4,4,0.08,63,13,13,0.26,66,16,16,0.32,50,0,0,0.0
309,353,44,44,0.1423948220064725,377,68,68,0.22006472491909385,362,53,53,0.1715210355987055,391,82,82,0.26537216828478966,397,88,88,0.284789644012945,388,79,79,0.255663430420712,335,26,26,0.08414239482200647,364,55,55,0.1779935275080906,369,60,60,0.1941747572815534
68,85,17,17,0.25,79,11,11,0.16176470588235295,79,11,11,0.16176470588235295,82,14,14,0.20588235294117646,79,11,11,0.16176470588235295,81,13,13,0.19117647058823528,78,10,10,0.14705882352941177,78,10,10,0.14705882352941177,74,6,6,0.08823529411764706
96,156,60,60,0.625,112,16,16,0.16666666666666666,129,33,33,0.34375,122,26,26,0.2708333333333333,126,30,30,0.3125,131,35,35,0.3645833333333333,126,30,30,0.3125,117,21,21,0.21875,118,22,22,0.22916666666666666
192,238,46,46,0.23958333333333334,252,60,60,0.3125,256,64,64,0.3333333333333333,216,24,24,0.125,244,52,52,0.2708333333333333,257,65,65,0.3385416666666667,232,40,40,0.20833333333333334,234,42,42,0.21875,234,42,42,0.21875
51,96,45,45,0.8823529411764706,48,-3,3,0.058823529411764705,57,6,6,0.11764705882352941,57,6,6,0.11764705882352941,61,10,10,0.19607843137254902,61,10,10,0.19607843137254902,62,11,11,0.21568627450980393,63,12,12,0.23529411764705882,61,10,10,0.19607843137254902
214,298,84,84,0.3925233644859813,232,18,18,0.08411214953271028,228,14,14,0.06542056074766354,244,30,30,0.14018691588785046,222,8,8,0.037383177570093455,248,34,34,0.1588785046728972,237,23,23,0.10747663551401869,228,14,14,0.06542056074766354,233,19,19,0.08878504672897196
150,182,32,32,0.21333333333333335,162,12,12,0.08,172,22,22,0.14666666666666667,153,3,3,0.02,169,19,19,0.12666666666666668,171,21,21,0.14,168,18,18,0.12,179,29,29,0.19333333333333333,175,25,25,0.16666666666666666
211,305,94,94,0.44549763033175355,245,34,34,0.16113744075829384,267,56,56,0.26540284360189575,262,51,51,0.24170616113744076,241,30,30,0.14218009478672985,236,25,25,0.11848341232227488,238,27,27,0.12796208530805686,246,35,35,0.16587677725118483,230,19,19,0.09004739336492891
56,43,-13,13,0.23214285714285715,68,12,12,0.21428571428571427,68,12,12,0.21428571428571427,66,10,10,0.17857142857142858,62,6,6,0.10714285714285714,69,13,13,0.23214285714285715,66,10,10,0.17857142857142858,55,-1,1,0.017857142857142856,49,-7,7,0.125
72,128,56,56,0.7777777777777778,91,19,19,0.2638888888888889,82,10,10,0.1388888888888889,94,22,22,0.3055555555555556,79,7,7,0.09722222222222222,76,4,4,0.05555555555555555,67,-5,5,0.06944444444444445,82,10,10,0.1388888888888889,84,12,12,0.16666666666666666
57,86,29,29,0.5087719298245614,82,25,25,0.43859649122807015,67,10,10,0.17543859649122806,76,19,19,0.3333333333333333,81,24,24,0.42105263157894735,80,23,23,0.40350877192982454,69,12,12,0.21052631578947367,70,13,13,0.22807017543859648,70,13,13,0.22807017543859648
175,205,30,30,0.17142857142857143,190,15,15,0.08571428571428572,183,8,8,0.045714285714285714,162,-13,13,0.07428571428571429,203,28,28,0.16,204,29,29,0.1657142857142857,200,25,25,0.14285714285714285,207,32,32,0.18285714285714286,174,-1,1,0.005714285714285714
79,114,35,35,0.4430379746835443,98,19,19,0.24050632911392406,86,7,7,0.08860759493670886,94,15,15,0.189873417721519,78,-1,1,0.012658227848101266,85,6,6,0.0759493670886076,95,16,16,0.20253164556962025,89,10,10,0.12658227848101267,77,-2,2,0.02531645569620253
233,214,-19,19,0.0815450643776824,208,-25,25,0.1072961373390558,201,-32,32,0.13733905579399142,214,-19,19,0.0815450643776824,213,-20,20,0.08583690987124463,230,-3,3,0.012875536480686695,228,-5,5,0.02145922746781116,255,22,22,0.0944206008583691,230,-3,3,0.012875536480686695
105,91,-14,14,0.13333333333333333,102,-3,3,0.02857142857142857,105,0,0,0.0,109,4,4,0.0380952380952381,92,-13,13,0.12380952380952381,114,9,9,0.08571428571428572,112,7,7,0.06666666666666667,110,5,5,0.047619047619047616,108,3,3,0.02857142857142857
215,197,-18,18,0.08372093023255814,225,10,10,0.046511627906976744,257,42,42,0.19534883720930232,231,16,16,0.07441860465116279,227,12,12,0.05581395348837209,247,32,32,0.14883720930232558,259,44,44,0.20465116279069767,234,19,19,0.08837209302325581,236,21,21,0.09767441860465116
147,136,-11,11,0.07482993197278912,144,-3,3,0.02040816326530612,162,15,15,0.10204081632653061,146,-1,1,0.006802721088435374,123,-24,24,0.16326530612244897,159,12,12,0.08163265306122448,154,7,7,0.047619047619047616,151,4,4,0.027210884353741496,139,-8,8,0.05442176870748299
58,72,14,14,0.2413793103448276,66,8,8,0.13793103448275862,70,12,12,0.20689655172413793,66,8,8,0.13793103448275862,56,-2,2,0.034482758620689655,69,11,11,0.1896551724137931,69,11,11,0.1896551724137931,66,8,8,0.13793103448275862,59,1,1,0.017241379310344827
127,120,-7,7,0.05511811023622047,130,3,3,0.023622047244094488,123,-4,4,0.031496062992125984,107,-20,20,0.15748031496062992,121,-6,6,0.047244094488188976,116,-11,11,0.08661417322834646,113,-14,14,0.11023622047244094,118,-9,9,0.07086614173228346,115,-12,12,0.09448818897637795
59,48,-11,11,0.1864406779661017,61,2,2,0.03389830508474576,66,7,7,0.11864406779661017,63,4,4,0.06779661016949153,62,3,3,0.05084745762711865,58,-1,1,0.01694915254237288,64,5,5,0.0847457627118644,59,0,0,0.0,68,9,9,0.15254237288135594
184,201,17,17,0.09239130434782608,194,10,10,0.05434782608695652,186,2,2,0.010869565217391304,205,21,21,0.11413043478260869,182,-2,2,0.010869565217391304,201,17,17,0.09239130434782608,178,-6,6,0.03260869565217391,200,16,16,0.08695652173913043,181,-3,3,0.016304347826086956
154,156,2,2,0.012987012987012988,149,-5,5,0.032467532467532464,131,-23,23,0.14935064935064934,158,4,4,0.025974025974025976,162,8,8,0.05194805194805195,159,5,5,0.032467532467532464,144,-10,10,0.06493506493506493,161,7,7,0.045454545454545456,162,8,8,0.05194805194805195
75,60,-15,15,0.2,82,7,7,0.09333333333333334,77,2,2,0.02666666666666667,86,11,11,0.14666666666666667,65,-10,10,0.13333333333333333,79,4,4,0.05333333333333334,70,-5,5,0.06666666666666667,91,16,16,0.21333333333333335,76,1,1,0.013333333333333334
81,99,18,18,0.2222222222222222,80,-1,1,0.012345679012345678,84,3,3,0.037037037037037035,94,13,13,0.16049382716049382,71,-10,10,0.12345679012345678,76,-5,5,0.06172839506172839,84,3,3,0.037037037037037035,87,6,6,0.07407407407407407,74,-7,7,0.08641975308641975
121,128,7,7,0.05785123966942149,137,16,16,0.1322314049586777,103,-18,18,0.1487603305785124,116,-5,5,0.04132231404958678,133,12,12,0.09917355371900827,116,-5,5,0.04132231404958678,112,-9,9,0.0743801652892562,124,3,3,0.024793388429752067,120,-1,1,0.008264462809917356
135,140,5,5,0.037037037037037035,120,-15,15,0.1111111111111111,127,-8,8,0.05925925925925926,115,-20,20,0.14814814814814814,121,-14,14,0.1037037037037037,163,28,28,0.2074074074074074,150,15,15,0.1111111111111111,130,-5,5,0.037037037037037035,151,16,16,0.11851851851851852
146,163,17,17,0.11643835616438356,176,30,30,0.2054794520547945,143,-3,3,0.02054794520547945,178,32,32,0.2191780821917808,151,5,5,0.03424657534246575,149,3,3,0.02054794520547945,144,-2,2,0.0136986301369863,150,4,4,0.0273972602739726,144,-2,2,0.0136986301369863
82,116,34,34,0.4146341463414634,118,36,36,0.43902439024390244,113,31,31,0.3780487804878049,114,32,32,0.3902439024390244,108,26,26,0.3170731707317073,78,-4,4,0.04878048780487805,76,-6,6,0.07317073170731707,84,2,2,0.024390243902439025,90,8,8,0.0975609756097561
110,132,22,22,0.2,141,31,31,0.2818181818181818,125,15,15,0.13636363636363635,166,56,56,0.509090909090909,115,5,5,0.045454545454545456,119,9,9,0.08181818181818182,116,6,6,0.05454545454545454,121,11,11,0.1,114,4,4,0.03636363636363636
90,91,1,1,0.011111111111111112,103,13,13,0.14444444444444443,97,7,7,0.07777777777777778,97,7,7,0.07777777777777778,97,7,7,0.07777777777777778,107,17,17,0.18888888888888888,96,6,6,0.06666666666666667,92,2,2,0.022222222222222223,95,5,5,0.05555555555555555
148,147,-1,1,0.006756756756756757,163,15,15,0.10135135135135136,166,18,18,0.12162162162162163,183,35,35,0.23648648648648649,159,11,11,0.07432432432432433,166,18,18,0.12162162162162163,173,25,25,0.16891891891891891,155,7,7,0.0472972972972973,161,13,13,0.08783783783783784
94,103,9,9,0.09574468085106383,81,-13,13,0.13829787234042554,80,-14,14,0.14893617021276595,103,9,9,0.09574468085106383,104,10,10,0.10638297872340426,94,0,0,0.0,81,-13,13,0.13829787234042554,106,12,12,0.1276595744680851,108,14,14,0.14893617021276595
154,155,1,1,0.006493506493506494,158,4,4,0.025974025974025976,165,11,11,0.07142857142857142,162,8,8,0.05194805194805195,176,22,22,0.14285714285714285,191,37,37,0.24025974025974026,189,35,35,0.22727272727272727,166,12,12,0.07792207792207792,171,17,17,0.11038961038961038
137,135,-2,2,0.014598540145985401,149,12,12,0.08759124087591241,138,1,1,0.0072992700729927005,147,10,10,0.072992700729927,159,22,22,0.16058394160583941,156,19,19,0.1386861313868613,143,6,6,0.043795620437956206,150,13,13,0.0948905109489051,160,23,23,0.1678832116788321
119,120,1,1,0.008403361344537815,122,3,3,0.025210084033613446,125,6,6,0.05042016806722689,116,-3,3,0.025210084033613446,136,17,17,0.14285714285714285,137,18,18,0.15126050420168066,131,12,12,0.10084033613445378,132,13,13,0.1092436974789916,135,16,16,0.13445378151260504
83,77,-6,6,0.07228915662650602,82,-1,1,0.012048192771084338,94,11,11,0.13253012048192772,89,6,6,0.07228915662650602,91,8,8,0.0963855421686747,90,7,7,0.08433734939759036,81,-2,2,0.024096385542168676,89,6,6,0.07228915662650602,96,13,13,0.1566265060240964
36,46,10,10,0.2777777777777778,33,-3,3,0.08333333333333333,38,2,2,0.05555555555555555,33,-3,3,0.08333333333333333,37,1,1,0.027777777777777776,42,6,6,0.16666666666666666,35,-1,1,0.027777777777777776,40,4,4,0.1111111111111111,35,-1,1,0.027777777777777776
65,67,2,2,0.03076923076923077,68,3,3,0.046153846153846156,63,-2,2,0.03076923076923077,63,-2,2,0.03076923076923077,74,9,9,0.13846153846153847,68,3,3,0.046153846153846156,72,7,7,0.1076923076923077,63,-2,2,0.03076923076923077,69,4,4,0.06153846153846154
94,100,6,6,0.06382978723404255,100,6,6,0.06382978723404255,100,6,6,0.06382978723404255,101,7,7,0.07446808510638298,97,3,3,0.031914893617021274,115,21,21,0.22340425531914893,112,18,18,0.19148936170212766,109,15,15,0.1595744680851064,112,18,18,0.19148936170212766
137,130,-7,7,0.051094890510948905,141,4,4,0.029197080291970802,156,19,19,0.1386861313868613,134,-3,3,0.021897810218978103,166,29,29,0.2116788321167883,139,2,2,0.014598540145985401,132,-5,5,0.0364963503649635,139,2,2,0.014598540145985401,166,29,29,0.2116788321167883
194,219,25,25,0.12886597938144329,172,-22,22,0.1134020618556701,165,-29,29,0.14948453608247422,178,-16,16,0.08247422680412371,197,3,3,0.015463917525773196,172,-22,22,0.1134020618556701,164,-30,30,0.15463917525773196,175,-19,19,0.0979381443298969,198,4,4,0.020618556701030927
54,54,0,0,0.0,62,8,8,0.14814814814814814,52,-2,2,0.037037037037037035,57,3,3,0.05555555555555555,64,10,10,0.18518518518518517,66,12,12,0.2222222222222222,58,4,4,0.07407407407407407,68,14,14,0.25925925925925924,65,11,11,0.2037037037037037
216,215,-1,1,0.004629629629629629,195,-21,21,0.09722222222222222,205,-11,11,0.05092592592592592,201,-15,15,0.06944444444444445,204,-12,12,0.05555555555555555,216,0,0,0.0,240,24,24,0.1111111111111111,216,0,0,0.0,211,-5,5,0.023148148148148147
207,276,69,69,0.3333333333333333,238,31,31,0.1497584541062802,216,9,9,0.043478260869565216,248,41,41,0.19806763285024154,261,54,54,0.2608695652173913,250,43,43,0.20772946859903382,218,11,11,0.05314009661835749,237,30,30,0.14492753623188406,232,25,25,0.12077294685990338
113,95,-18,18,0.1592920353982301,123,10,10,0.08849557522123894,111,-2,2,0.017699115044247787,119,6,6,0.05309734513274336,118,5,5,0.04424778761061947,120,7,7,0.061946902654867256,105,-8,8,0.07079646017699115,120,7,7,0.061946902654867256,113,0,0,0.0
67,76,9,9,0.13432835820895522,87,20,20,0.29850746268656714,80,13,13,0.19402985074626866,74,7,7,0.1044776119402985,81,14,14,0.208955223880597,80,13,13,0.19402985074626866,76,9,9,0.13432835820895522,74,7,7,0.1044776119402985,74,7,7,0.1044776119402985
109,111,2,2,0.01834862385321101,137,28,28,0.25688073394495414,117,8,8,0.07339449541284404,134,25,25,0.22935779816513763,124,15,15,0.13761467889908258,136,27,27,0.24770642201834864,125,16,16,0.14678899082568808,118,9,9,0.08256880733944955,126,17,17,0.1559633027522936
38,50,12,12,0.3157894736842105,45,7,7,0.18421052631578946,42,4,4,0.10526315789473684,40,2,2,0.05263157894736842,43,5,5,0.13157894736842105,39,1,1,0.02631578947368421,42,4,4,0.10526315789473684,46,8,8,0.21052631578947367,39,1,1,0.02631578947368421
113,152,39,39,0.34513274336283184,137,24,24,0.21238938053097345,136,23,23,0.20353982300884957,112,-1,1,0.008849557522123894,109,-4,4,0.035398230088495575,140,27,27,0.23893805309734514,144,31,31,0.2743362831858407,111,-2,2,0.017699115044247787,106,-7,7,0.061946902654867256
150,146,-4,4,0.02666666666666667,149,-1,1,0.006666666666666667,155,5,5,0.03333333333333333,151,1,1,0.006666666666666667,154,4,4,0.02666666666666667,164,14,14,0.09333333333333334,153,3,3,0.02,164,14,14,0.09333333333333334,163,13,13,0.08666666666666667
145,193,48,48,0.3310344827586207,278,133,133,0.9172413793103448,120,-25,25,0.1724137931034483,152,7,7,0.04827586206896552,149,4,4,0.027586206896551724,156,11,11,0.07586206896551724,144,-1,1,0.006896551724137931,149,4,4,0.027586206896551724,172,27,27,0.18620689655172415
101,121,20,20,0.19801980198019803,99,-2,2,0.019801980198019802,113,12,12,0.1188118811881188,101,0,0,0.0,101,0,0,0.0,130,29,29,0.2871287128712871,108,7,7,0.06930693069306931,123,22,22,0.21782178217821782,119,18,18,0.1782178217821782
250,266,16,16,0.064,277,27,27,0.108,276,26,26,0.104,260,10,10,0.04,289,39,39,0.156,298,48,48,0.192,280,30,30,0.12,278,28,28,0.112,273,23,23,0.092
106,109,3,3,0.02830188679245283,115,9,9,0.08490566037735849,117,11,11,0.10377358490566038,122,16,16,0.1509433962264151,111,5,5,0.04716981132075472,118,12,12,0.11320754716981132,124,18,18,0.16981132075471697,120,14,14,0.1320754716981132,113,7,7,0.0660377358490566
104,118,14,14,0.1346153846153846,108,4,4,0.038461538461538464,120,16,16,0.15384615384615385,109,5,5,0.04807692307692308,105,1,1,0.009615384615384616,131,27,27,0.25961538461538464,116,12,12,0.11538461538461539,111,7,7,0.0673076923076923,116,12,12,0.11538461538461539
147,176,29,29,0.19727891156462585,165,18,18,0.12244897959183673,153,6,6,0.04081632653061224,158,11,11,0.07482993197278912,169,22,22,0.14965986394557823,167,20,20,0.1360544217687075,156,9,9,0.061224489795918366,159,12,12,0.08163265306122448,152,5,5,0.034013605442176874
81,100,19,19,0.2345679012345679,72,-9,9,0.1111111111111111,118,37,37,0.4567901234567901,65,-16,16,0.19753086419753085,80,-1,1,0.012345679012345678,91,10,10,0.12345679012345678,99,18,18,0.2222222222222222,87,6,6,0.07407407407407407,81,0,0,0.0
87,117,30,30,0.3448275862068966,99,12,12,0.13793103448275862,105,18,18,0.20689655172413793,102,15,15,0.1724137931034483,105,18,18,0.20689655172413793,95,8,8,0.09195402298850575,103,16,16,0.1839080459770115,98,11,11,0.12643678160919541,100,13,13,0.14942528735632185
171,211,40,40,0.23391812865497075,198,27,27,0.15789473684210525,204,33,33,0.19298245614035087,197,26,26,0.15204678362573099,204,33,33,0.19298245614035087,203,32,32,0.1871345029239766,181,10,10,0.05847953216374269,177,6,6,0.03508771929824561,190,19,19,0.1111111111111111
90,149,59,59,0.6555555555555556,121,31,31,0.34444444444444444,107,17,17,0.18888888888888888,120,30,30,0.3333333333333333,107,17,17,0.18888888888888888,112,22,22,0.24444444444444444,104,14,14,0.15555555555555556,111,21,21,0.23333333333333334,109,19,19,0.2111111111111111
98,118,20,20,0.20408163265306123,118,20,20,0.20408163265306123,118,20,20,0.20408163265306123,122,24,24,0.24489795918367346,129,31,31,0.3163265306122449,117,19,19,0.19387755102040816,117,19,19,0.19387755102040816,116,18,18,0.1836734693877551,139,41,41,0.41836734693877553
67,84,17,17,0.2537313432835821,75,8,8,0.11940298507462686,100,33,33,0.4925373134328358,74,7,7,0.1044776119402985,97,30,30,0.44776119402985076,68,1,1,0.014925373134328358,80,13,13,0.19402985074626866,74,7,7,0.1044776119402985,87,20,20,0.29850746268656714
258,295,37,37,0.1434108527131783,283,25,25,0.09689922480620156,290,32,32,0.12403100775193798,301,43,43,0.16666666666666666,302,44,44,0.17054263565891473,289,31,31,0.12015503875968993,288,30,30,0.11627906976744186,296,38,38,0.14728682170542637,281,23,23,0.08914728682170543
206,285,79,79,0.38349514563106796,225,19,19,0.09223300970873786,229,23,23,0.11165048543689321,238,32,32,0.1553398058252427,228,22,22,0.10679611650485436,251,45,45,0.21844660194174756,228,22,22,0.10679611650485436,241,35,35,0.16990291262135923,232,26,26,0.1262135922330097
170,161,-9,9,0.052941176470588235,173,3,3,0.01764705882352941,172,2,2,0.011764705882352941,163,-7,7,0.041176470588235294,177,7,7,0.041176470588235294,172,2,2,0.011764705882352941,174,4,4,0.023529411764705882,166,-4,4,0.023529411764705882,175,5,5,0.029411764705882353
114,114,0,0,0.0,115,1,1,0.008771929824561403,126,12,12,0.10526315789473684,127,13,13,0.11403508771929824,126,12,12,0.10526315789473684,129,15,15,0.13157894736842105,123,9,9,0.07894736842105263,124,10,10,0.08771929824561403,120,6,6,0.05263157894736842
165,149,-16,16,0.09696969696969697,176,11,11,0.06666666666666667,148,-17,17,0.10303030303030303,183,18,18,0.10909090909090909,144,-21,21,0.12727272727272726,198,33,33,0.2,192,27,27,0.16363636363636364,188,23,23,0.1393939393939394,191,26,26,0.15757575757575756
173,234,61,61,0.35260115606936415,210,37,37,0.2138728323699422,206,33,33,0.1907514450867052,216,43,43,0.24855491329479767,202,29,29,0.1676300578034682,201,28,28,0.16184971098265896,194,21,21,0.12138728323699421,215,42,42,0.24277456647398843,200,27,27,0.15606936416184972
56,59,3,3,0.05357142857142857,59,3,3,0.05357142857142857,59,3,3,0.05357142857142857,59,3,3,0.05357142857142857,59,3,3,0.05357142857142857,66,10,10,0.17857142857142858,73,17,17,0.30357142857142855,62,6,6,0.10714285714285714,59,3,3,0.05357142857142857
99,103,4,4,0.04040404040404041,100,1,1,0.010101010101010102,117,18,18,0.18181818181818182,106,7,7,0.0707070707070707,110,11,11,0.1111111111111111,101,2,2,0.020202020202020204,106,7,7,0.0707070707070707,101,2,2,0.020202020202020204,105,6,6,0.06060606060606061
258,277,19,19,0.07364341085271318,294,36,36,0.13953488372093023,302,44,44,0.17054263565891473,285,27,27,0.10465116279069768,300,42,42,0.16279069767441862,305,47,47,0.1821705426356589,313,55,55,0.2131782945736434,277,19,19,0.07364341085271318,289,31,31,0.12015503875968993
84,107,23,23,0.27380952380952384,104,20,20,0.23809523809523808,110,26,26,0.30952380952380953,109,25,25,0.2976190476190476,101,17,17,0.20238095238095238,94,10,10,0.11904761904761904,125,41,41,0.4880952380952381,102,18,18,0.21428571428571427,104,20,20,0.23809523809523808
120,131,11,11,0.09166666666666666,139,19,19,0.15833333333333333,138,18,18,0.15,147,27,27,0.225,176,56,56,0.4666666666666667,132,12,12,0.1,149,29,29,0.24166666666666667,143,23,23,0.19166666666666668,170,50,50,0.4166666666666667
71,77,6,6,0.08450704225352113,96,25,25,0.352112676056338,98,27,27,0.38028169014084506,91,20,20,0.28169014084507044,100,29,29,0.4084507042253521,84,13,13,0.18309859154929578,80,9,9,0.1267605633802817,80,9,9,0.1267605633802817,88,17,17,0.23943661971830985
39,44,5,5,0.1282051282051282,44,5,5,0.1282051282051282,45,6,6,0.15384615384615385,44,5,5,0.1282051282051282,50,11,11,0.28205128205128205,55,16,16,0.41025641025641024,24,-15,15,0.38461538461538464,43,4,4,0.10256410256410256,56,17,17,0.4358974358974359
87,74,-13,13,0.14942528735632185,68,-19,19,0.21839080459770116,79,-8,8,0.09195402298850575,78,-9,9,0.10344827586206896,79,-8,8,0.09195402298850575,81,-6,6,0.06896551724137931,83,-4,4,0.04597701149425287,90,3,3,0.034482758620689655,79,-8,8,0.09195402298850575
32,43,11,11,0.34375,43,11,11,0.34375,38,6,6,0.1875,43,11,11,0.34375,37,5,5,0.15625,33,1,1,0.03125,34,2,2,0.0625,43,11,11,0.34375,38,6,6,0.1875
156,137,-19,19,0.12179487179487179,183,27,27,0.17307692307692307,183,27,27,0.17307692307692307,166,10,10,0.0641025641025641,173,17,17,0.10897435897435898,158,2,2,0.01282051282051282,150,-6,6,0.038461538461538464,175,19,19,0.12179487179487179,163,7,7,0.04487179487179487
46,47,1,1,0.021739130434782608,53,7,7,0.15217391304347827,43,-3,3,0.06521739130434782,46,0,0,0.0,42,-4,4,0.08695652173913043,47,1,1,0.021739130434782608,59,13,13,0.2826086956521739,45,-1,1,0.021739130434782608,42,-4,4,0.08695652173913043
68,83,15,15,0.22058823529411764,81,13,13,0.19117647058823528,76,8,8,0.11764705882352941,72,4,4,0.058823529411764705,72,4,4,0.058823529411764705,76,8,8,0.11764705882352941,71,3,3,0.04411764705882353,70,2,2,0.029411764705882353,59,-9,9,0.1323529411764706
